"","655","0.47","0",""
"","221.85","","",""
"","350.28","","",""
"0.8","324.68","","",""
"0.05","614.15","","","505.4947"
"","151.15","","",""
"","8.48","","",""
"","86.3","","",""
"0.03","453.11","","",""
"","","","",""
"1.74","99.93","","","1800"
"","1487.5","","",""
"","210.53","","","741.9157"
"","308.37","","",""
"","277.15","","","500"
"","221.85","","",""
"","13.96","","","872.842"
"","271.96","","","7600"
"","200.3","","",""
"","91.85","","",""
"","355.85","","",""
"","1461.72","","",""
"","3.96","","",""
"","350.27","","",""
"","2150","","",""
