"","100.74","","",""
"","45.36","","",""
"","","","",""
"","","","",""
"","","","","600"
"","","","",""
"","77.68","","","1010"
"","293.75","","","53000"
"","293.41","","",""
"","153.81","","",""
"","151.15","","",""
"","310.7","","","501.8842"
"","574.56","0.63","0.27",""
"0.86","378.8","","","400"
"1.2","","","",""
"","53.1","","",""
"","","","","261.9263"
"","47.19","","",""
"1.1","324.68","","",""
"","11.53","","","12307.0722"
"0.36","99.93","","","600"
"0.02","1492.75","","",""
"1.02","808","0.45","0.03","200"
"0.3","313.25","","","2681.0841"
"","11.53","","","1920.2524"
"","75.81","","",""
"17.6","305.92","","",""
"1.7","366.18","","",""
"","153.52","","","649.1368"
"","600","","",""
"0.4","634.9","0.21","0.45",""
"2.71","517","0.56","0","1178.6454"
"","270.95","","","8728.42"
"","36.56","","",""
"0.2","452.69","","",""
"0.07","153.52","","","165.4632"
"","105","","","600"
"13.6","340.77","","",""
"4.52","379","","","218.2105"
"7.23","47.19","","",""
"","97.76","","",""
"","84.42","","","698.2736"
"","1530.7","","",""
"","24.27","","",""
"","210.53","","","1415.5578"
"2.7","470","","","480.0316"
"","1450","","",""
"0.4","1630","0.71","0.01",""
"","27.13","","","324.5684"
"","251.23","0.88","0.01",""
"4.1","266.1","","",""
"4.25","521","","",""
"","481.6","","",""
"6.19","188.58","","",""
"","270.95","","","5400"
"5.91","432.51","0.66","0.23","1134.6946"
"0.08","153.52","","","500"
"12","274.72","","","20000"
"1","324.68","","",""
"0.03","151.21","","","500"
"4.65","186.28","0.93","0.76",""
"","267.65","","","400"
"","49.85","","",""
"0.1","336.35","","","480.0631"
"","284.05","","",""
"","277.15","","","200"
"14.47","305.14","","","22185.0934"
"","389.05","","","200"
"","330.9","","","218.2105"
"","346.5","","","5324.3362"
"","2150","","",""
"","115.63","","",""
"","270.95","","","14700"
"","1461.72","","",""
"","267.65","","","300"
"15.4","47.19","","",""
"1.79","478.47","0.4","0.61","305.4947"
"","270.95","","","9800"
"","71.09","","",""
"","35.85","","",""
"","48.01","","",""
"16.6","532","","",""
"0.46","351","0.29","0.53","396.3895"
"","1.43","","","1000"
"","270.95","","","97900"
"1.01","387.99","","",""
"","216.9","","","1300"
"","446.1","","","654.8158"
"0.11","425.64","","","174.5684"
"2.04","521","0.54","0.48","1700"
"4.7","444.5","0.82","0.83",""
"","47.19","","","741.9157"
"6.65","387.69","","",""
"","372.13","","","436"
"","1487.5","","",""
"","44.41","","","3200"
"","403.44","","",""
"","28.83","","","900"
"0.05","451.8","","",""
"1.13","307.4","","","1998.8082"
"6.7","310.5","","","65.4632"
"","44.41","","",""
"","354","","",""
"","","","","174.7842"
"","350.28","","","400"
"2.27","329.84","0.81","0.73","513.8926"
"","270.95","","","900"
"","44.41","","",""
"","270.95","","",""
"","342.97","","","174.5684"
"","310.7","","","501.8842"
"","365.41","","","393"
"","467.06","","","80"
"","230.25","","",""
"","47.19","","",""
"2.69","567.1","0.94","0.97",""
"10.1","524","0.33","1",""
"","98.81","","",""
"","1117","","0.51",""
"","","","","654.8158"
"0.32","","","","9992.0205"
"0.12","266.1","","","930.0631"
"","277.15","","","4058.7153"
"3.77","290.79","0.84","0.68","1006.6831"
"","","","","305.4947"
"","507","","","43.6211"
"","535","0.44","0","300"
"","504.5","0.35","0.01",""
"","10.8","","",""
"","47.19","","",""
"","87.04","","",""
"","151.15","","",""
"","86.6","","","1000"
"","471.84","","",""
"1.02","517","0.34","0.67","829.4172"
"2.26","375","","","305.4947"
"","13.19","","","1200"
"","46.99","","","60"
"","151.15","","","400"
"","47.19","","","1178.3367"
"","17.09","","","4900"
"","105","","","1100"
"1.65","58.27","","",""
"","519","","","218.2105"
"","154.34","","",""
"","11.53","","","10997.8092"
"0.4","333.35","","",""
"","273.18","","","30000"
"1.57","1100","","",""
"","98.81","","",""
"11.3","531.39","0.97","0.65",""
"","61","","","480.0631"
"","44.41","","",""
"","483.93","","",""
"","600","","","480.0631"
"","1487.5","","",""
"0.29","58.27","","",""
"","13.96","","",""
"3.6","470","","","523.8526"
"","277.15","","","100"
"","104.28","","",""
"","7.71","","","3098.5891"
"","49.85","","",""
"","47.19","","",""
"","67.4","","",""
"0.6","470","","","436.2105"
"","555.85","","",""
"1.06","521","0.85","0.7","1400"
"3.1","182.66","","",""
"2.7","182.68","","",""
"","105","","","2800"
"","472.4","","",""
"","326.15","","","436.421"
"1.54","384.78","","","300"
"","494.78","","",""
"","14.62","","",""
"","11.9","","",""
"","308.73","","","2000"
"2.4","502.5","","","458.2294"
"0.6","324.15","","",""
"0.13","514","0.4","0",""
"","460.37","","",""
"","59.98","","","677.3158"
"","151.15","","",""
"1.92","450.81","0.48","0.47",""
"","98.81","","",""
"","105","","","1600"
"","1520","","",""
"4.78","369.1","","","610.9894"
"","623.05","0.48","0.08",""
"0.11","828","0.18","0","200"
"3.29","153.52","","","2360.1262"
"","309.88","","","436.421"
"0.5","503","0.37","0.59","300"
"","303.89","","",""
"","270.95","","","41800"
"3.2","311.5","","",""
"","1230","","",""
"1.1","472.89","","",""
"","365.55","","","500"
"0.04","1461.72","","",""
"0","573.34","0.19","0",""
"","351.43","","",""
"","11.53","","","610.9894"
"","220.69","","",""
"","355.85","","",""
"","14.18","","",""
"1.6","336.35","","","2200"
"0.06","548.2","0.27","0.05","400"
"","151.15","","",""
"","84.42","","","392.7789"
"","365.55","","","400"
"","","","",""
"0.67","270.55","","","3710"
"","80.72","","","80"
"","59.98","","","930.0631"
"1.46","5.97","","","1352.9051"
"","450.5","","","480.0631"
"","","","","261.9263"
"","1492.75","","",""
"","569.43","0.45","0",""
"","13.19","","","500"
"0.1","97.76","","",""
"1.46","381.03","","","400"
"","1520","","","461.8526"
"","525","","","523.8526"
"3.47","11.89","","","2051.1787"
"","308.37","","",""
"","31","","","605.4947"
"","341.38","","","349.1368"
"2.13","0","","",""
"","535","0.33","0","500"
"","11.53","","","1352.9051"
"","1070","","",""
"","221.85","","","700"
"","507.25","","","523.7052"
"","444.64","","","4000"
"","271.96","","",""
"","493.2","","","6977.789"
"","","","","1179.1684"
"","324.68","","",""
"4.08","444.92","0.94","0.76","0"
"","288.47","","",""
"","","","","523.8526"
"","3.96","","",""
"","493.2","","","2094.8208"
"","444.38","","","300"
"","105","","","1000"
"","59.98","","","836.421"
"","49.85","","","10000"
"","","","","218.1053"
"","151.15","","",""
"","503.52","","",""
"0.09","564.91","0.24","0",""
"","219.13","","","1530"
"2.23","611.9","","",""
"0.05","566.4","","",""
"0.24","","","",""
"","74","","",""
"","387.39","","","567.3473"
"4.33","520","","",""
"","153.81","","",""
"","153.52","","",""
"0.1","520","0.4","0",""
"","517","0.16","0.02",""
"","494.45","","","1003.7683"
"","143.33","","",""
"","151.15","","",""
"0.12","458.01","","",""
"","44.41","","",""
"","66.52","","","400"
"","493.2","","","43.6421"
"","2648.5","","",""
"3.03","102.06","","","872.921"
"1.55","","","",""
"1.02","89.65","","","1300"
"","105","","","800"
"","11.53","","","1134.6946"
"","47.19","","","349.1368"
"","","","","610.9947"
"","69.57","","","741.9157"
"","178.54","","","680"
"0.12","497.37","0.25","0.54",""
"","270.95","","",""
"0.21","891","","",""
"","507.61","","",""
"0.34","614.15","","","1091.0525"
"","","","","2300"
"","154.34","","",""
"","265.07","","",""
"5.92","","","",""
"","389.8","","",""
"1.53","327.04","","","654.8158"
"9.08","496.26","0.96","0.76",""
"","277.15","","","60"
"","86.6","","","900"
"","47.19","","",""
"","324.68","","",""
"","151.15","","","600"
"1.52","381.11","","","400"
"","74.8","","",""
"","13.96","","",""
"11.19","1048","0.39","0.47",""
"","284.05","","",""
"8.4","310.5","","","1475.103"
"0.71","302.14","","","6198.5891"
"","433.95","","",""
"4.4","270.95","","",""
"","1047.69","0.41","0.14","290"
"","250.5","","","872.921"
"","","","","790"
"5.9","425.64","","","174.5684"
"","11.72","","","102995.356"
"","77.68","","","3770"
"0.61","153.52","","",""
"","343.1","","","392.8895"
"","454","","","567.1737"
"0.9","510","1.02","0.62",""
"","95.15","","","600"
"0.11","14.18","","",""
"5.58","367","","","349"
"","151.15","","",""
"0.1","462","","","1048.7052"
"","221.85","","","1000"
"","45.36","","",""
"5.77","365.55","","","218.1053"
"0.32","1500","","","250"
"12.41","368.49","","","3400"
"","347.09","","",""
"","1530.7","","","87.2842"
"","350.27","","",""
"","341.73","","","174.5684"
"","98.81","","",""
"11.42","361","","","511.8526"
"0.03","1492.75","","",""
"","47.19","","","4024.5684"
"","44.41","","",""
"0.63","381.15","","",""
"","1487.5","","",""
"","493.2","","",""
"","77.68","","","770.9579"
"","3.96","","",""
"18.62","308.37","","",""
"","347.09","","",""
"","562.5","","","523.7052"
"","270.95","","","150000"
"","446.1","","","567.1737"
"0.06","153.52","","",""
"","2777","","","916.2421"
"","12.9","","","400"
"","151.15","","",""
"","229.64","","",""
"0.17","303.39","","","392.7789"
"5.84","530","0.97","0.59",""
"4.11","290.92","0.86","0.73","90"
"","96.39","","",""
"6.16","360.4","","",""
"","775","","","307.7474"
"","635","","",""
"","151.15","","",""
"","","","","960.0631"
"0.5","421.84","","",""
"","372.4","","",""
"","214.65","","","174.5684"
"0.08","660","","","676.4526"
"","84.42","","",""
"2.78","456","1.6","0.78","40"
"","50.88","","",""
"","500.28","","","480.0631"
"","331.38","","","8728.42"
"","","","","654.8158"
"0.5","1630","0.16","0.16","747.3318"
"","308.73","","",""
"","280.88","","",""
"","280.79","","",""
"23.9","308.37","","",""
"0.24","374.31","","","700"
"","47.19","","",""
"0.2","659.89","0.27","0.38","1700"
"","317.23","","","741.9157"
"","59.98","","",""
"","316.2","","","698.2736"
"","","","",""
"0.12","540.01","","",""
"","519.25","","","610.9894"
"0.27","271.96","","","1500"
"","11.89","","","1500"
"","44.41","","","1700"
"3.79","0","","",""
"6.64","","","",""
"","270.95","","","56000"
"","447.58","","","785.2789"
"7.2","229.64","","",""
"","105","","","1500"
"","13.19","","",""
"","251.35","0.37","0.01",""
"2.58","446","0.84","0.57",""
"","11.53","","","1091.0525"
"0.11","648","0.19","0.06","0.0517"
"0.16","285.6","","",""
"","","","",""
"","39.33","","",""
"","11.53","","","2618.526"
"","316.94","","","523.7052"
"","407.7","0.78","0.68","305.4947"
"","2685","","","698.1368"
"","6.15","","","960.1262"
"","","","","654.8158"
"","","","",""
"","446.1","","","610.9947"
"0.68","555.5","","",""
"","760","","0.58",""
"4.1","266.1","","",""
"","24.94","","",""
"1.2","472.89","","",""
"0.1","517","0.19","0.25","785.7636"
"","445.15","","","610.9947"
"0.25","562.9","0.78","0.02","400"
"0.16","511","0.3","0.17",""
"","635","","",""
"","338.9","","","436.421"
"","1487.5","","",""
"","3.96","","",""
"0.04","369.71","","","500"
"","275","","","87.2842"
"","337.2","","","130.9263"
"","47.19","","",""
"","384","","",""
"","270.95","","",""
"","","","","1048.7052"
"","312.86","","","5000"
"3.3","183.09","","",""
"11.48","522","","",""
"","251.92","","",""
"12.04","308.37","","",""
"","","","","800"
"","2685","","","392.8895"
"","513.2","","",""
"","308.73","","","1000"
"","495.71","","","2574.8839"
"","1300","","","600"
"","","","","130.9632"
"1.97","521","0.56","0.08",""
"","44.41","","",""
"0.1","483","0.22","0.25","2601.571"
"","355.85","","",""
"","","","",""
"","","","","785.2789"
"0.3","45.44","","","218.2105"
"","312.86","","",""
"","47.19","","",""
"","44.41","","",""
"","491.5","","","3580"
"0.3","338.19","","",""
"","497.85","","",""
"0.07","540","0.05","0","600"
"1.66","452.24","","",""
"","11.53","","","2182.105"
"","50.88","","",""
"0.2","369.88","","","261.8526"
"","320.23","","","785"
"","27.47","","",""
"1.2","322.75","","",""
"6.72","382.7","","","480.0631"
"5.19","433.06","0.76","0.37","436.421"
"","105","","","4900"
"","328","","","1722.842"
"","","","","698.1368"
"1.78","356.13","","","218.1053"
"","154.34","","","100"
"","445.15","","","567.1737"
"","445.15","","","567.1737"
"","57.6","","","400"
"0.96","","","",""
"0.18","99.93","","","600"
"","","","","87.2921"
"0.05","1404.01","","","1178.3367"
"","","","","610.9947"
"","8.44","","",""
"1.15","153.52","","","600"
"","1875","","","174.5684"
"","500","","","872.842"
"","523","","",""
"","494.45","","","829.1999"
"","1325","","","1090.5263"
"","910","","","349.0684"
"0.24","425.64","","",""
"","98.81","","",""
"","36.78","","","436.421"
"0.87","271.27","","","5000"
"","","","","600"
"","103","","","900"
"","742","0.87","0.88",""
"","1450","","","555.4947"
"","453","","",""
"","14.35","","",""
"0.3","333.35","","",""
"0.36","383.88","","","500"
"","280.79","","","50"
"","350.28","","",""
"","7.76","","",""
"","210.53","","","810.921"
"0.6","9.29","","","118736.3075"
"","251.8","","",""
"","151.15","","",""
"","517","0.03","0.04",""
"","","","","218.1053"
"0.87","270.55","","","19201.262"
"2","77.85","","",""
"0.17","808","0.17","0.01","1400"
"","350.28","","",""
"1.4","330.57","","",""
"","497.23","","",""
"","1715","","","1481.9157"
"","365.55","","","1641.9157"
"","28.47","","",""
"","1520","","",""
"","51.9","","","174.5684"
"","154.34","","",""
"","103","","","800"
"","47.19","","","1047.4104"
"0.09","153.52","","",""
"","14.18","","",""
"","332.51","","","174.5684"
"","98.87","","",""
"","483.93","","",""
"0.04","271.96","","","230.9263"
"","1520","","","400"
"","62.24","","",""
"","2460","","",""
"","215.78","","",""
"0.19","643","0.38","0.01",""
"6.01","372.8","","","305.2474"
"","31","","",""
"","77.68","","",""
"","443","","",""
"","51.22","","",""
"4.07","360.4","","",""
"","270.95","","","110000"
"","61","","",""
"0.14","266.1","","","540.0316"
"0.25","443.64","","","0"
"8.05","334","","","16409.4296"
"","389","","",""
"","69.57","","","174.5684"
"0.12","425.64","","","261.8526"
"","454","","","261.9263"
"","453","","",""
"","90.1","","",""
"3.04","253.38","0.63","0.92","490"
"","292.01","","",""
"","1450","","","555.4947"
"","105","","","1600"
"3.01","369","","","87.2921"
"","350.28","","",""
"","248.08","0.29","0",""
"","28.83","","","700"
"11.99","367","","","655"
"","372.13","","","480"
"","445.52","","","523.8526"
"","47.19","","","3880.0631"
"","781.62","0.21","0","195"
"0.02","1492.75","","",""
"","273.51","","","500"
"2.23","151.21","","","500"
"0.9","330.71","","",""
"","98.81","","",""
"","","","","1351.4526"
"","112.75","","",""
"0.52","800","0.12","0.01",""
"","455.14","","",""
"","277.15","","","100"
"3.94","438.26","0.69","0.26","741.9157"
"9.33","365.41","","","524"
"","247.74","","",""
"","151.15","","",""
"","1520","","","700"
"","61","","",""
"","","","",""
"6.1","182.5","","","10910.525"
"","575","","","98.6421"
"","249.27","0.64","0.1","100"
"0.3","266.84","","",""
"","11.89","","","10168.6093"
"1.55","384.17","0.79","0.81","187.925"
"","11.53","","","2269.3892"
"","14.18","","","1134.6946"
"","621.14","0.38","0.03","2300"
"","350.28","","","80"
"0.02","580.46","0.32","0",""
"","284.32","","","200"
"0.18","","","","3080"
"","151.15","","",""
"","98.81","","",""
"","525","","","874.421"
"1.9","458","0.36","0.8","876.1"
"","","","","567.1737"
"","101.91","","","960.1262"
"","493.2","","","5237.052"
"","116.3","","",""
"0.3","58.27","","",""
"","447.15","","",""
"","1855","","","570"
"","499.84","","",""
"1.2","1109","0.52","0.99",""
"","648.39","0.24","0.01",""
"4.22","379","","","349.1368"
"","234.51","","","7681.0096"
"","447.7","","","1178.3367"
"","84.42","","","436.421"
"0.65","","","","218.1053"
"0.72","0","","",""
"0.3","336.35","","","890"
"","10.8","","",""
"","83.25","","",""
"","463.45","","",""
"","608.15","","",""
"","31","","","446.3895"
"","267.65","","","17000"
"","355.85","","",""
"1.16","632.7","0.3","0.71",""
"3.72","419.44","0.78","0.26","218.2105"
"","355.85","","",""
"","48.01","","",""
"","350.28","","","200"
"","493.19","","","4120"
"6.83","439.97","0.81","0.14","2487.5997"
"2.73","482.5","0.55","0.63","2836.7365"
"","47.19","","",""
"","240.4","","",""
"5.7","229.64","","",""
"","309","","","4778.4945"
"","305.1","","","38000"
"","44.41","","",""
"","384.51","","",""
"0.67","3.96","","",""
"","44.41","","",""
"0.2","324.15","","",""
"0.31","302.86","","","1570.5578"
"","449","0.86","0.72",""
"2.56","200.93","","",""
"","151.15","","","600"
"","1492.75","","","533.6737"
"0.09","277.15","","",""
"7.5","521","0.74","0.22",""
"0.6","61.4","","",""
"0.73","61.4","","","872.842"
"0.8","1365.57","0.42","0.71",""
"23.59","305.35","","","36514.2189"
"0.36","271.96","","","200"
"","292.01","","",""
"0.62","382.02","","","500"
"","507.61","","",""
"","434.5","0.17","0.05","740"
"","271.96","","","41000"
"0.06","56.18","","","995.5263"
"","70.59","","","500"
"","353.35","","","1270"
"0.1","40.85","","","785.5578"
"","439.01","","","436.2105"
"","11.72","","","9900"
"","271.96","","",""
"","13.96","","","540.0316"
"","","","","1000"
"","269.2","","",""
"2.58","5.97","","","1571.1156"
"","14.18","","",""
"1.58","87.04","","","1000"
"","484.98","","","1614.7577"
"","74.8","","","1832.9682"
"","11.72","","","109541.671"
"4.1","301.1","","","654.6315"
"","221.85","","",""
"","","","",""
"","350.28","","","900"
"","297.88","","","200"
"","77.68","","","500"
"","483.93","","",""
"","82.16","","",""
"","60.55","","",""
"","500.15","","","3229.5154"
"0.25","63.8","","",""
"4.6","522.36","0.83","0.9",""
"","600","","","381.3895"
"7.7","182.35","0.96","0.78",""
"","350.28","","","600"
"0.3","269.74","","",""
"","1450","","","677.3158"
"","","","","130.9632"
"","221.85","","","100"
"","","","","436.2105"
"","447.15","","",""
"37.16","","","","1043.7052"
"","19.62","","",""
"","49.85","","",""
"","42.11","","",""
"1.74","381.32","0.77","0.82","99.162"
"0.24","648.11","0.55","0.21",""
"","78.25","","",""
"","47.19","","",""
"","338.19","","",""
"","39.33","","",""
"","336.35","","","1047.4104"
"","493.2","","","6546.315"
"","","","",""
"1.4","309.09","","",""
"","512.72","","","567.3473"
"","307.36","","",""
"","277.15","","",""
"0.05","271.96","","","1707.3789"
"","103","","","1000"
"","345.62","","",""
"","44.41","","","3500"
"","185.8","","",""
"6","324.68","","",""
"","312.5","","","300"
"","77.68","","","770.9579"
"","515.42","","",""
"","270.95","","","27094.5142"
"","13.26","","","87.2842"
"","98.81","","",""
"0.28","545","","",""
"","14.18","","",""
"","95.15","","","500"
"0","844","0.54","0",""
"0.02","600","","",""
"0","580.6","0.27","0.16",""
"","266.1","","","41900"
"","308.73","","","1900"
"0.6","309","","",""
"0.17","","","",""
"","333.35","","",""
"","44.41","","",""
"0.26","380.93","","",""
"","194.29","","",""
"","2241.25","","","218.1053"
"","317.23","","","523.7052"
"3.3","183.2","","",""
"0.38","","","",""
"","49.95","","","700"
"","355.2","","","700"
"","36.56","","",""
"0.7","1048","0.17","0.07",""
"","266.1","","","7100"
"","355.85","","",""
"","445.15","","","567.1737"
"0.14","221.85","","","300"
"1.4","1365.76","0.14","0.49",""
"","447.58","","","654.8158"
"0.66","83.51","","","60"
"","10.02","","",""
"","48.01","","",""
"","92.92","","",""
"0.4","514","","",""
"","607.38","","",""
"","64.35","","","130.9263"
"1.66","502.5","","","1091.0224"
"","350.28","","","60"
"","11.72","","","101686.093"
"","496.97","","",""
"2.06","521","0.49","0.09",""
"","49.95","","","380.9263"
"","15.45","","","90000"
"0.57","429.47","0.6","0.48","261.8526"
"","251.19","0.76","0",""
"0.5","336.35","","",""
"","497.09","","",""
"","509.13","","","1527.4735"
"3.38","360.4","","",""
"","","","",""
"","15.18","","","94069.889"
"","530","","","609.4947"
"","525","","","956.0631"
"","378","","","261.8526"
"","44.41","","",""
"","221.85","","",""
"","44.41","","",""
"","","","",""
"","546.3","","",""
"1.5","249.45","0.86","0.68","690"
"","81.88","","","698.2736"
"4.15","271.96","","","89750"
"","470","","","2358.3367"
"","13.19","","","1100"
"","1520","","",""
"","105","","","1500"
"","820","0.96","0.18",""
"","","","","436.2105"
"","221.85","","","400"
"","151.15","","","400"
"","153.81","","","17506.84"
"0.1","600.59","1.8","0.67",""
"0.02","266.1","","","400"
"","98.81","","",""
"","1070","","",""
"","116.46","","","400"
"","307.36","","",""
"","154.34","","",""
"2.9","183.02","0.76","0.92",""
"","350.28","","",""
"5.16","379","","","480.0631"
"","310.5","","","1221.9788"
"","151.15","","",""
"","2009.5","","","1178.3367"
"","329.1","","","1527.4735"
"","277.15","","","90"
"","446","","",""
"","500.28","","","610.9894"
"","315","","","900"
"1.4","305.75","","",""
"","277.15","","",""
"","1628","","","261.9263"
"7.68","91.85","","","829.1"
"","","","",""
"","493.75","","",""
"","2648.75","","","785.2789"
"","105","","","800"
"","151.15","","",""
"","464.2","","","1309.263"
"9","303.14","","",""
"","271.96","","",""
"2.4","324.68","","",""
"1.5","519","0.41","0.83",""
"","70.49","","",""
"","1461.72","","",""
"","8.48","","",""
"","355.85","","",""
"","12.34","","",""
"","151.15","","","700"
"","338.19","","",""
"0.01","101.91","","","1838.3052"
"","507.61","","",""
"","342.79","","","218.2105"
"0.05","581.58","0.31","0",""
"","476.74","","","261.8526"
"","1461.72","","",""
"1.2","324.68","","",""
"","","","",""
"","70.59","","",""
"0.72","0","","",""
"","341.05","","",""
"","47.19","","",""
"","347.09","","",""
"","98.81","","",""
"","267.65","","","3000"
"","1109","0.27","0.68",""
"0.24","53.32","","","500"
"0.5","470","","","436.2105"
"","217.75","0.45","0.37","210"
"","49.85","","","490.0316"
"","67.4","","","100"
"","310.5","","","1789.3261"
"","18.26","","",""
"","82.16","","","872.842"
"0.06","153.52","","","800"
"","44.41","","",""
"","151.15","","",""
"","52.92","","","1527.4735"
"3.4","502.5","","","558.6035"
"","105","","",""
"6.05","1381.37","","","2487.5997"
"","343.1","","","2593.7999"
"6","182.5","","","4364.21"
"","578.53","0.23","0",""
"","105","","","1000"
"","67.4","","","100"
"","284.05","","",""
"","760","","0.11",""
"0.17","517","0.26","0.55","960.3778"
"","483.93","","",""
"","62.98","","","500"
"5.4","","","","785.2789"
"","512.72","","","480.0631"
"","124.05","","",""
"","1909.38","","","1091.0525"
"","37.61","","",""
"0.25","11.72","","","38841.469"
"","1639","0.93","0.43","2953.2609"
"4.75","11.89","","","8990.2726"
"","495.71","","","2094.8208"
"","271.96","","",""
"","51.22","","","174.5684"
"","321.84","","","261.8526"
"","280.79","","","10605.0303"
"","488.53","","","261.8526"
"0.41","270.55","","","37984.3135"
"0.16","481","0.26","0.01","317.38"
"","13.96","","",""
"5.47","367","","","742"
"","270.95","","",""
"1.02","153.52","","",""
"","11.53","","","1396.5472"
"","","","","654.8158"
"","477.7","","","523.8526"
"","389.05","","",""
"","44.41","","","800"
"","329.1","","","305.4947"
"","545.73","","",""
"","331.21","","","87.2842"
"3.58","823","0.42","0.35","100"
"4.14","270.95","","",""
"5.23","309.09","","",""
"","493.2","","",""
"","105","","","1400"
"","98.81","","",""
"","23.4","","",""
"","182.51","","",""
"0.53","464","","","360.8895"
"","11.89","","","4975.1994"
"","250.99","2.85","0",""
"","103","","","300"
"","476.74","","","261.8526"
"","600","","","533.6737"
"","365.41","","","393"
"","96.13","","","400"
"","12.15","","","10561.3882"
"","164","","","352.5684"
"1.9","330.57","","",""
"","269.2","","",""
"0.1","340.78","","",""
"","","","","600"
"5.74","","","",""
"0.29","14.18","","",""
"4.19","520.55","0.87","0.75",""
"0","503","0.48","0.65","300"
"","270.95","","","18300"
"0.05","546.2","","",""
"13.7","368.49","","","2900"
"","350.28","","",""
"0.3","305.43","","","872.842"
"","277.15","","",""
"","1520","","",""
"7.98","365.41","","","436"
"0.5","","","",""
"","151.15","","","400"
"0.1","336.35","","",""
"0.71","301.85","","",""
"0.2","77.85","","","829.1999"
"","","","","960.0631"
"","1520","","","261.8526"
"","290","","","855.3852"
"","458","","",""
"0.2","313.25","","",""
"","285.6","","",""
"","560.42","0.64","0.3",""
"0.03","438","0.23","0.01","594.2857"
"","51.9","","",""
"","84.42","","",""
"","342.79","","","130.9263"
"0.12","429.85","0.57","0.36","390"
"","30.49","","",""
"0.95","","","","1309.6315"
"","382.7","","","349.1368"
"","270.95","","",""
"","535","0.25","0","300"
"","270.95","","","12200"
"1.37","808","0.82","0.01","200"
"","635","","",""
"","103","","","900"
"","492.46","","","460"
"","52.92","","",""
"","329","","","436.2105"
"","277.15","","","1189.1684"
"","11.72","","","29000"
"","1487.8","","",""
"0.15","233.13","","",""
"","497.46","","",""
"","270.95","","",""
"","78.25","","",""
"","","","",""
"","9.29","","","32234.8612"
"0.32","153.52","","","872.842"
"0.1","1780","","",""
"","355.85","","",""
"","563.14","0.2","0.5",""
"","53.1","","",""
"5.36","47.19","","",""
"","151.15","","","400"
"1.1","309","","",""
"","92.92","","","600"
"","3.96","","",""
"","517","0.15","0.06","829.4172"
"","52.92","","",""
"11.85","305.35","","","12815.3887"
"0.26","153.52","","",""
"","417.1","","","400"
"8.58","367","","","524"
"3.38","521","","",""
"","","","","785.2789"
"3.7","182.89","","",""
"","350.28","","","300"
"","148","","","130.9632"
"","159.39","","",""
"1.13","823","0.7","0.04","100"
"","151.15","","",""
"","601.6","","",""
"","507","","",""
"0.1","","","","785.2789"
"","460.29","","",""
"","277.15","","","200"
"","296.25","","",""
"","19.62","","","1001.8842"
"0.1","50.13","","","43.6421"
"","84.42","","",""
"","470","","","2138.4629"
"","448.1","","",""
"","13.81","","",""
"","47.19","","",""
"","493.2","","","785.5578"
"","345.62","","",""
"1","","","",""
"","470","","","305.2474"
"0.19","153.52","","","218.2105"
"","370.8","","",""
"","27.13","","","302.7474"
"1.16","297","","","480.0631"
"3.36","","","",""
"0.37","250.93","0.98","0.07","400"
"","240.4","","","218.2105"
"0.36","122.95","","","704.1368"
"0.27","425","0.71","0.31","174.5684"
"","359","","",""
"","502.84","","","1831.4841"
"","11.9","","","22000"
"","284.05","","",""
"","105","","","2100"
"","301.85","","",""
"","1881.25","","",""
"","4.5","","",""
"0.81","430.33","0.48","0.49","218.2105"
"","","","","689.6368"
"","13.81","","",""
"0.12","518","0.19","0.34","370"
"","230.69","","",""
"0.2","297.88","","",""
"","483.93","","",""
"","","","","1200"
"0.04","359.04","","",""
"","47.19","","",""
"","220.69","","","864.6"
"","9.35","","","266.4263"
"","8.48","","",""
"4.39","381.02","","","400"
"4.93","369.3","","","261.8526"
"","39.52","","",""
"0.6","364.63","","",""
"0.02","1492.75","","",""
"","361","","","349"
"0.91","265.1","","","218.2105"
"4.06","","","",""
"","507","","","701.1368"
"0.3","299.5","","","436.421"
"","48.01","","",""
"0.2","271.96","","","2550.1578"
"0.35","511.5","","",""
"","47.19","","",""
"0.26","153.52","","","1300"
"4.03","11.53","","",""
"0.43","151.21","","","800"
"","82.16","","",""
"","154.34","","","100"
"","1450","","",""
"","660","","",""
"","1300","","","2000"
"","270.95","","","3229.5154"
"","36.56","","",""
"","273.18","","",""
"","506","","","349.1368"
"1.18","61.4","","","418.2105"
"","2300","","","960.0631"
"","","","","523.8526"
"","12.81","","",""
"0.41","381.87","","","600"
"0.06","154.34","","","80"
"","229.64","","",""
"","11.53","","","20000"
"","470","","","567.1737"
"","270.95","","","91000"
"","","","",""
"","105","","","1100"
"","154.34","","",""
"0.83","204.38","","","480.0631"
"0.6","153.52","","",""
"","","","","567.1737"
"","","","",""
"","104.72","","",""
"0.3","321.1","","",""
"","94.21","","","600"
"","49.73","","",""
"7.95","305","","","22603.3039"
"","312.86","","","698.2736"
"0.16","","","","2790"
"0.3","","","",""
"","538","0.32","0",""
"","270.95","","",""
"","312.86","","",""
"","316.94","","","392.7789"
"2.01","","","","305.2474"
"0.03","61.4","","","300"
"0.04","699","0.85","0",""
"2.53","","","",""
"","","","","349.0684"
"0.31","808","0.29","0.02",""
"0.3","474.17","","",""
"0.1","51.56","","","261.8526"
"","219.15","","","300"
"","488.85","","",""
"","91.9","","","320"
"","251.65","0.36","0",""
"","492.69","","","770"
